class template, instantiations, multiple overload instantiations, loc, definition file path, line
AudioFrameBuffer, //14, //3, //399, //libraries/audio/src/AudioBuffer.h, //22
AudioSourceNoise, //1, //0, //61, //libraries/audio/src/AudioSourceNoise.h, //18
gpu::Batch::Cache, //3, //3, //24, //libraries/gpu/src/gpu/Batch.h, //235
PropertyFlags, //67, //3, //315, //libraries/shared/src/PropertyFlags.h, //30
MovingMinMaxAvg, //11, //2, //81, //libraries/shared/src/MovingMinMaxAvg.h, //83
AudioEditBuffer, //8, //3, //73, //libraries/audio/src/AudioEditBuffer.h, //16
TemplateSingleton, //6, //2, //22, //interface/src/devices/DeviceTracker.h, //21
Setting::Handle, //23, //4, //26, //libraries/shared/src/SettingHandle.h, //30
RingBufferHistory, //4, //2, //152, //libraries/shared/src/RingBufferHistory.h, //21
AudioFilterBank, //10, //10, //101, //libraries/audio/src/AudioFilterBank.h, //19
gpu::GLBackend::GLState::Command1, //6, //6, //8, //libraries/gpu/src/gpu/GLBackend.h, //87
gpu::GLBackend::GLState::Command2, //0, //0, //9, //libraries/gpu/src/gpu/GLBackend.h, //95
gpu::GLBackend::GLState::Command3, //1, //1, //10, //libraries/gpu/src/gpu/GLBackend.h, //105
ByteCountCoded, //6, //3, //94, //libraries/shared/src/ByteCountCoding.h, //29
gpu::Shader::Less, //3, //1, //4, //libraries/gpu/src/gpu/Shader.h, //75
TimeWeightedAvg, //1, //1, //48, //libraries/shared/src/TimeWeightedAvg.h, //18
gpu::BufferView::Iterator, //19, //2, //69, //libraries/gpu/src/gpu/Resource.h, //228
AudioFilter, //0, //0, //33, //libraries/audio/src/AudioFilter.h, //100
MinMaxAvg, //12, //1, //54, //libraries/shared/src/MovingMinMaxAvg.h, //21
Radix2IntegerScanner, //0, //0, //14, //libraries/shared/src/Radix2IntegerScanner.h, //45
Radix2IntegerScanner, //0, //0, //16, //libraries/shared/src/Radix2IntegerScanner.h, //66
floodFill_impl, //0, //0, //40, //libraries/shared/src/FloodFill.h, //45
radix2InplaceSort_impl, //0, //0, //38, //libraries/shared/src/Radix2InplaceSort.h, //31
type_traits::is_signed, //0, //0, //2, //libraries/shared/src/Radix2IntegerScanner.h, //24
type_traits::make_unsigned, //0, //0, //1, //libraries/shared/src/Radix2IntegerScanner.h, //28
type_traits::make_unsigned, //0, //0, //1, //libraries/shared/src/Radix2IntegerScanner.h, //29
type_traits::make_unsigned, //0, //0, //1, //libraries/shared/src/Radix2IntegerScanner.h, //30
type_traits::make_unsigned, //0, //0, //1, //libraries/shared/src/Radix2IntegerScanner.h, //31

function template, instantiations, multiple overload instantiations, loc, definition file path, line
floodFill, //0, //0, //3, //libraries/shared/src/FloodFill.h, //103
gpu::Backend::getGPUObject, //1, //1, //3, //libraries/gpu/src/gpu/Context.h, //81
gpu::Backend::setGPUObject, //1, //1, //3, //libraries/gpu/src/gpu/Context.h, //77
angleHorizontalPolar, //2, //1, //11, //libraries/shared/src/AngleUtil.h, //85
operator<<, //1, //1, //3, //libraries/shared/src/PropertyFlags.h, //118
operator<<, //42, //1, //3, //libraries/shared/src/PropertyFlags.h, //122
operator<<, //0, //0, //3, //libraries/shared/src/PropertyFlags.h, //438
operator>>, //0, //0, //4, //libraries/shared/src/PropertyFlags.h, //442
streamSize, //0, //0, //3, //libraries/fbx/src/FBXReader.cpp, //145
LimitedNodeList::eachMatchingNode, //0, //0, //8, //libraries/networking/src/LimitedNodeList.h, //158
LimitedNodeList::eachNode, //2, //1, //6, //libraries/networking/src/LimitedNodeList.h, //149
LimitedNodeList::eachNodeBreakable, //0, //0, //8, //libraries/networking/src/LimitedNodeList.h, //169
LimitedNodeList::eachNodeHashIterator, //1, //1, //7, //libraries/networking/src/LimitedNodeList.h, //252
LimitedNodeList::nodeMatchingPredicate, //0, //0, //9, //libraries/networking/src/LimitedNodeList.h, //180
AudioFrameBuffer::copyFrames, //2, //1, //298, //libraries/audio/src/AudioBuffer.h, //146
radix2InplaceSort, //1, //1, //5, //libraries/shared/src/Radix2InplaceSort.h, //90
gpu::Backend::getGPUObject, //1, //1, //3, //libraries/gpu/src/gpu/Context.h, //63
gpu::Backend::setGPUObject, //1, //1, //3, //libraries/gpu/src/gpu/Context.h, //59
gpu::Backend::getGPUObject, //1, //1, //3, //libraries/gpu/src/gpu/Context.h, //54
gpu::Backend::setGPUObject, //1, //1, //3, //libraries/gpu/src/gpu/Context.h, //50
operator<<, //0, //0, //3, //libraries/shared/src/ByteCountCoding.h, //50
operator>>, //1, //1, //4, //libraries/shared/src/ByteCountCoding.h, //54
gpu::Backend::getGPUObject, //1, //1, //3, //libraries/gpu/src/gpu/Context.h, //72
gpu::Backend::setGPUObject, //2, //1, //3, //libraries/gpu/src/gpu/Context.h, //68
gpu::Backend::getGPUObject, //1, //1, //3, //libraries/gpu/src/gpu/Context.h, //90
gpu::Backend::setGPUObject, //1, //1, //3, //libraries/gpu/src/gpu/Context.h, //86
gpu::BufferView::begin, //0, //0, //1, //libraries/gpu/src/gpu/Resource.h, //308
gpu::BufferView::cbegin, //0, //0, //1, //libraries/gpu/src/gpu/Resource.h, //310
gpu::BufferView::cend, //0, //0, //1, //libraries/gpu/src/gpu/Resource.h, //311
gpu::BufferView::edit, //2, //1, //15, //libraries/gpu/src/gpu/Resource.h, //366
gpu::BufferView::edit, //2, //1, //15, //libraries/gpu/src/gpu/Resource.h, //334
gpu::BufferView::end, //0, //0, //1, //libraries/gpu/src/gpu/Resource.h, //309
gpu::BufferView::get, //2, //1, //15, //libraries/gpu/src/gpu/Resource.h, //350
gpu::BufferView::get, //2, //1, //15, //libraries/gpu/src/gpu/Resource.h, //318
gpu::BufferView::getNum, //2, //1, //3, //libraries/gpu/src/gpu/Resource.h, //314
gpu::Resource::Sysmem::edit, //0, //0, //1, //libraries/gpu/src/gpu/Resource.h, //94
gpu::Resource::Sysmem::read, //0, //0, //1, //libraries/gpu/src/gpu/Resource.h, //93
DialogsManager::maybeCreateDialog, //0, //0, //11, //interface/src/ui/DialogsManager.h, //71
TextureParam::assign, //0, //0, //9, //libraries/fbx/src/FBXReader.cpp, //53
readBinaryArray, //0, //0, //34, //libraries/fbx/src/FBXReader.cpp, //149
fillBuffer, //0, //0, //3, //libraries/render-utils/src/TextRenderer.cpp, //52
readStream, //0, //0, //3, //libraries/render-utils/src/TextRenderer.cpp, //42
readStream, //0, //0, //3, //libraries/render-utils/src/TextRenderer.cpp, //47
angleConvert, //2, //1, //3, //libraries/shared/src/AngleUtil.h, //42
streamSize, //0, //0, //3, //libraries/fbx/src/FBXReader.cpp, //141
angleSignedNormal, //2, //1, //9, //libraries/shared/src/AngleUtil.h, //52
