variadic function templates, variadic class templates, alias class templates
0, //0, //0

old substitutes of variadic function templates, old substitutes of variadic class templates, old substitutes of alias class templates
6, //1, //194

variadic function templates

variadic class templates

alias class templates

potential variadic function templates
G3D::Pointer::Pointer, //dep/g3dlite/include/G3D/Pointer.h, //201
G3D::Pointer::Pointer, //dep/g3dlite/include/G3D/Pointer.h, //207
G3D::Pointer::Pointer, //dep/g3dlite/include/G3D/Pointer.h, //213
G3D::Pointer::Pointer, //dep/g3dlite/include/G3D/Pointer.h, //219
G3D::Pointer::Pointer, //dep/g3dlite/include/G3D/Pointer.h, //225
G3D::Pointer::Pointer, //dep/g3dlite/include/G3D/Pointer.h, //231
G3D::Pointer::Pointer, //dep/g3dlite/include/G3D/Pointer.h, //237
G3D::Pointer::Pointer, //dep/g3dlite/include/G3D/Pointer.h, //243
operator+, //dep/acelite/ace/String_Base.cpp, //602
operator+, //dep/acelite/ace/String_Base.cpp, //589
operator+, //dep/acelite/ace/String_Base.cpp, //625
operator+, //dep/acelite/ace/String_Base.cpp, //615
operator+, //dep/acelite/ace/String_Base.cpp, //580
XSCRT::FundamentalType::FundamentalType, //dep/acelite/ace/XML_Utils/XSCRT/Elements.hpp, //281
XSCRT::FundamentalType::FundamentalType, //dep/acelite/ace/XML_Utils/XSCRT/Elements.hpp, //289
XSCRT::FundamentalType::FundamentalType, //dep/acelite/ace/XML_Utils/XSCRT/Elements.hpp, //337
XSCRT::FundamentalType::FundamentalType, //dep/acelite/ace/XML_Utils/XSCRT/Elements.hpp, //352
XSCRT::FundamentalType::FundamentalType, //dep/acelite/ace/XML_Utils/XSCRT/Elements.hpp, //370
XSCRT::FundamentalType::FundamentalType, //dep/acelite/ace/XML_Utils/XSCRT/Elements.hpp, //385
VisitorHelper, //src/server/shared/Dynamic/TypeContainerVisitor.h, //36
VisitorHelper, //src/server/shared/Dynamic/TypeContainerVisitor.h, //42
VisitorHelper, //src/server/shared/Dynamic/TypeContainerVisitor.h, //44
VisitorHelper, //src/server/shared/Dynamic/TypeContainerVisitor.h, //50
VisitorHelper, //src/server/shared/Dynamic/TypeContainerVisitor.h, //57
VisitorHelper, //src/server/shared/Dynamic/TypeContainerVisitor.h, //59
VisitorHelper, //src/server/shared/Dynamic/TypeContainerVisitor.h, //65
VisitorHelper, //src/server/shared/Dynamic/TypeContainerVisitor.h, //72
VisitorHelper, //src/server/shared/Dynamic/TypeContainerVisitor.h, //77
VisitorHelper, //src/server/shared/Dynamic/TypeContainerVisitor.h, //80
VisitorHelper, //src/server/shared/Dynamic/TypeContainerVisitor.h, //87
Trinity::Count, //src/server/shared/Dynamic/TypeContainerFunctions.h, //37
Trinity::Count, //src/server/shared/Dynamic/TypeContainerFunctions.h, //42
Trinity::Count, //src/server/shared/Dynamic/TypeContainerFunctions.h, //47
Trinity::Count, //src/server/shared/Dynamic/TypeContainerFunctions.h, //52
Trinity::Count, //src/server/shared/Dynamic/TypeContainerFunctions.h, //57
RAND, //src/server/game/AI/CreatureAIImpl.h, //38
RAND, //src/server/game/AI/CreatureAIImpl.h, //51
