class template, instantiations, multiple overload instantiations, loc, definition file path, line
StringToEnumMap, //4, //2, //15, //src/statsdef.h, //66
StringToEnum, //3, //3, //6, //src/statsdef.h, //57

function template, instantiations, multiple overload instantiations, loc, definition file path, line
NEXTOBJ::operator type-parameter-0-0 *, //377, //1, //1, //src/basedef.h, //68
_WZ_ASSERT_ARRAY_EXPR_FUNCTION, //74, //1, //1, //lib/framework/wzglobal.h, //654
_structureIsManufacturingPending, //2, //2, //8, //src/intdisplay.cpp, //1724
structureIsOnHoldPending, //2, //2, //8, //src/intdisplay.cpp, //1757
reverseObjectList, //1, //1, //6, //src/objects.h, //47
gridStartIterateFiltered, //3, //1, //33, //src/mapgrid.cpp, //103
gridStartIterateFilteredArea, //1, //1, //11, //src/mapgrid.cpp, //142
NETenum, //9, //7, //9, //lib/netplay/nettypes.h, //100
popStatusPending, //4, //4, //12, //src/structure.h, //463
setStatusPendingCancel, //2, //2, //6, //src/structure.h, //430
setStatusPendingHold, //2, //2, //9, //src/structure.h, //438
setStatusPendingRelease, //2, //2, //12, //src/structure.h, //449
setStatusPendingStart, //2, //2, //6, //src/structure.h, //422
_WZ_ASSERT_ARRAY_EXPR_FUNCTION, //0, //0, //1, //lib/framework/wzglobal.h, //657
_WZ_ASSERT_STATIC_STRING_FUNCTION, //6, //1, //1, //lib/framework/wzglobal.h, //639
StringToEnumMap::FromArray, //0, //0, //8, //src/statsdef.h, //71
StringToEnumMap::StringToEnumMap, //0, //0, //1, //src/statsdef.h, //81
queue, //46, //9, //4, //lib/netplay/nettypes.cpp, //83
queue, //36, //9, //10, //lib/netplay/nettypes.cpp, //89
queue, //34, //9, //26, //lib/netplay/nettypes.cpp, //101
queue, //26, //9, //10, //lib/netplay/nettypes.cpp, //130
queue, //22, //9, //10, //lib/netplay/nettypes.cpp, //142
queue, //21, //9, //10, //lib/netplay/nettypes.cpp, //155
queue, //20, //9, //10, //lib/netplay/nettypes.cpp, //168
queue, //29, //9, //10, //lib/netplay/nettypes.cpp, //181
queue, //18, //9, //10, //lib/netplay/nettypes.cpp, //199
queue, //17, //8, //6, //lib/netplay/nettypes.cpp, //212
queue, //14, //8, //6, //lib/netplay/nettypes.cpp, //220
queue, //11, //7, //5, //lib/netplay/nettypes.cpp, //228
queue, //9, //6, //23, //lib/netplay/nettypes.cpp, //235
queue, //6, //4, //5, //lib/netplay/nettypes.cpp, //260
queueAuto, //24, //18, //11, //lib/netplay/nettypes.cpp, //267
operator<<, //0, //0, //6, //lib/exceptionhandler/dumpinfo.cpp, //271
PointTree::queryMaybeFilter, //3, //1, //128, //src/pointtree.cpp, //132
current, //6, //2, //15, //src/pointtree.cpp, //114
selSelectUnitsIf, //9, //2, //20, //src/selection.cpp, //49
selSelectUnitsIf, //13, //3, //4, //src/selection.cpp, //75
endian_enum, //0, //0, //7, //lib/framework/endian_hack.h, //63
sizeOfArray, //2, //2, //5, //src/structure.cpp, //420
addObjectToFuncList, //5, //4, //7, //src/objmem.cpp, //232
addObjectToList, //3, //3, //6, //src/objmem.cpp, //219
destroyObject, //3, //3, //27, //src/objmem.cpp, //247
releaseAllObjectsInList, //5, //3, //13, //src/objmem.cpp, //352
removeObjectFromFuncList, //8, //4, //18, //src/objmem.cpp, //324
removeObjectFromList, //2, //2, //16, //src/objmem.cpp, //293

