class template, instantiations, multiple overload instantiations, loc, definition file path, line
std::unordered_map, //64, //29, //4, //extern/carve/include/carve/collection/unordered/boost_impl.hpp, //28
btAlignedObjectArray, //220, //79, //355, //extern/bullet2/src/LinearMath/btAlignedObjectArray.h, //47
Freestyle::VecMat::Vec, //66, //9, //187, //source/blender/freestyle/intern/geometry/VecMat.h, //64
Freestyle::VecMat::Vec3, //23, //6, //108, //source/blender/freestyle/intern/geometry/VecMat.h, //490
ntlVector3Dim, //147, //5, //291, //intern/elbeem/intern/ntl_vector3dim.h, //134
CTR_Map, //54, //16, //127, //intern/container/CTR_Map.h, //36
SG_QList::iterator, //7, //4, //40, //source/gameengine/SceneGraph/SG_QList.h, //48
Freestyle::BBox, //75, //4, //94, //source/blender/freestyle/intern/geometry/BBox.h, //42
Freestyle::VecMat::Vec2, //16, //6, //73, //source/blender/freestyle/intern/geometry/VecMat.h, //293
Freestyle::UnaryFunction0D, //36, //13, //23, //source/blender/freestyle/intern/view_map/Functions0D.h, //77
MEM_SmartPtr, //11, //6, //58, //intern/memutil/MEM_SmartPtr.h, //111
std::hash_traits, //0, //0, //15, //extern/carve/include/carve/collection/unordered/vcpp_impl.hpp, //27
BlendType, //4, //4, //29, //source/gameengine/VideoTexture/BlendType.h, //37
Freestyle::VecMat::SquareMatrix, //17, //16, //19, //source/blender/freestyle/intern/geometry/VecMat.h, //785
std::unordered_set, //8, //8, //2, //extern/carve/include/carve/collection/unordered/boost_impl.hpp, //41
Freestyle::Const_traits, //6, //4, //12, //source/blender/freestyle/intern/system/BaseIterator.h, //44
Freestyle::CurveInternal::__point_iterator, //5, //5, //267, //source/blender/freestyle/intern/stroke/CurveAdvancedIterators.h, //66
Freestyle::IteratorBase, //6, //2, //17, //source/blender/freestyle/intern/system/BaseIterator.h, //94
Freestyle::Nonconst_traits, //8, //5, //12, //source/blender/freestyle/intern/system/BaseIterator.h, //59
gim_array, //15, //4, //225, //extern/bullet2/src/BulletCollision/Gimpact/gim_array.h, //43
CTR_TaggedIndex, //4, //1, //122, //intern/container/CTR_TaggedIndex.h, //56
Freestyle::Intersection, //9, //2, //38, //source/blender/freestyle/intern/geometry/SweepLine.h, //42
