class template, instantiations, multiple overload instantiations, loc, definition file path, line
VDXVideoFilterDefinition, //0, //0, //58, //include/vd2/VDXFrame/VideoFilter.h, //150
VDXVideoFilterScriptAdapter, //0, //0, //9, //include/vd2/VDXFrame/VideoFilter.h, //122
VDXVideoFilterScriptObjectAdapter, //2, //1, //4, //include/vd2/VDXFrame/VideoFilter.h, //133
CFormat, //7, //1, //9, //src/mpc-hc/PlayerCaptureDialog.h, //44
CFormatArray, //0, //0, //86, //src/mpc-hc/PlayerCaptureDialog.h, //55
CFormatElem, //4, //1, //6, //src/mpc-hc/PlayerCaptureDialog.h, //36
CMediaPositionList, //0, //0, //28, //src/mpc-hc/MediaPositionList.h, //26
CInternalPropertyPageTempl, //0, //0, //10, //src/filters/InternalPropertyPage.h, //109
vdxunknown, //3, //1, //28, //include/vd2/VDXFrame/Unknown.h, //33
vdxunknown2, //0, //0, //30, //include/vd2/VDXFrame/Unknown.h, //70
MatroskaWriter::CSimpleVar, //2, //1, //47, //src/filters/muxer/MatroskaMuxer/MatroskaFile.h, //103
vd_row_iter, //8, //1, //41, //include/vd2/plugin/vdvideoutil.h, //10
CFGFilterInternal, //0, //0, //15, //src/mpc-hc/FGFilter.h, //91
CScopeLock::TCLocker, //1, //1, //7, //src/SubPic/DX9SubPic.h, //47
CBaseSource, //0, //0, //53, //src/filters/source/BaseSource/BaseSource.h, //27
CAtlStringMap, //0, //0, //1, //src/mpc-hc/stdafx.h, //74
MatroskaWriter::CNode, //6, //6, //22, //src/filters/muxer/MatroskaMuxer/MatroskaFile.h, //162
GothSync::MYD3DVERTEX, //13, //3, //6, //src/filters/renderer/VideoRenderers/SyncRenderer.h, //86
MYD3DVERTEX, //10, //3, //6, //src/filters/renderer/VideoRenderers/DX9RenderingEngine.cpp, //30

function template, instantiations, multiple overload instantiations, loc, definition file path, line
SeparableFilterX, //0, //0, //33, //src/Subtitles/SeparableFilter.h, //35
SeparableFilterY, //0, //0, //34, //src/Subtitles/SeparableFilter.h, //75
Vector::DegToRad, //0, //0, //1, //src/SubPic/CoordGeom.h, //89
GetPeer, //0, //0, //17, //src/filters/switcher/AudioSwitcher/StreamSwitcher.cpp, //54
vd_ptroffset, //0, //0, //3, //include/vd2/plugin/vdvideoutil.h, //5
CFGManagerBDA::SearchIBDATopology, //0, //0, //8, //src/mpc-hc/FGManagerBDA.h, //161
clamp, //0, //0, //15, //src/filters/switcher/AudioSwitcher/AudioSwitcher.cpp, //204
mix, //0, //0, //15, //src/filters/switcher/AudioSwitcher/AudioSwitcher.cpp, //138
mix4, //0, //0, //23, //src/filters/switcher/AudioSwitcher/AudioSwitcher.cpp, //176
INITDDSTRUCT, //0, //0, //5, //src/DSUtil/DSUtil.h, //252
GothSync::CBaseAP::AdjustQuad, //3, //1, //16, //src/filters/renderer/VideoRenderers/SyncRenderer.cpp, //208
GothSync::CBaseAP::TextureBlt, //0, //0, //60, //src/filters/renderer/VideoRenderers/SyncRenderer.cpp, //229
CScopeLock::CScopeLock, //0, //0, //5, //src/SubPic/DX9SubPic.h, //56
AdjustQuad, //3, //2, //16, //src/filters/renderer/VideoRenderers/DX9RenderingEngine.cpp, //45
TextureBlt, //0, //0, //60, //src/filters/renderer/VideoRenderers/DX9RenderingEngine.cpp, //66
Explode, //0, //0, //14, //src/DSUtil/text.h, //27
ExplodeEsc, //0, //0, //21, //src/DSUtil/text.h, //64
ExplodeMin, //0, //0, //15, //src/DSUtil/text.h, //46
Implode, //0, //0, //12, //src/DSUtil/text.h, //95
ImplodeEsc, //0, //0, //15, //src/DSUtil/text.h, //109
NEARLY_EQ, //0, //0, //4, //src/mpc-hc/MainFrm.cpp, //97
CFGFilterLAV::ShowPropertyPages, //0, //0, //20, //src/mpc-hc/FGFilterLAV.h, //65
myabs, //0, //0, //4, //src/filters/muxer/DSMMuxer/DSMMuxer.cpp, //70

