class template, instantiations, multiple overload instantiations, loc, definition file path, line
ACE_Guard, //151, //3, //96, //dep/acelite/ace/Guard_T.h, //67
ACE_Read_Guard, //31, //1, //52, //dep/acelite/ace/Guard_T.h, //192
ACE_Write_Guard, //21, //1, //54, //dep/acelite/ace/Guard_T.h, //146
ACE_Singleton, //8690, //37, //91, //dep/acelite/ace/Singleton.h, //79
HookList, //30, //16, //29, //src/server/shared/Utilities/Util.h, //395
ACE_String_Base, //121, //3, //589, //dep/acelite/ace/String_Base.h, //67
G3D::Array, //710, //52, //637, //dep/g3dlite/include/G3D/Array.h, //93
ACE_Hash_Map_Const_Iterator_Base_Ex, //8, //1, //165, //dep/acelite/ace/Hash_Map_Manager_T.h, //691
ACE_Hash_Map_Entry, //85, //7, //99, //dep/acelite/ace/Hash_Map_Manager_T.h, //36
ACE_Hash_Map_Iterator_Base_Ex, //8, //1, //215, //dep/acelite/ace/Hash_Map_Manager_T.h, //592
ACE_Hash_Map_Manager_Ex, //52, //5, //799, //dep/acelite/ace/Hash_Map_Manager_T.h, //129
ACE_Equal_To, //43, //6, //53, //dep/acelite/ace/Functor_T.h, //121
ACE_Hash, //43, //6, //75, //dep/acelite/ace/Functor_T.h, //92
ACE_Less_Than, //0, //0, //28, //dep/acelite/ace/Functor_T.h, //138
Movement::Spline, //14, //2, //89, //src/server/game/Movement/Spline/Spline.h, //134
ACE_Strong_Bound_Ptr, //17, //3, //188, //dep/acelite/ace/Bound_Ptr.h, //112
Trinity::AutoPtr, //4, //4, //21, //src/server/shared/AutoPtr.h, //26
DBCStorage, //189, //94, //187, //src/server/shared/DataStores/DBCStore.h, //69
DatabaseWorkerPool, //3, //3, //304, //src/server/shared/Database/DatabaseWorkerPool.h, //45
TypeContainerVisitor, //89, //57, //15, //src/server/shared/Dynamic/TypeContainerVisitor.h, //98
ACE_Arg_Shifter_T, //16, //2, //198, //dep/acelite/ace/Arg_Shifter.h, //55
PathMovementBase, //0, //0, //11, //src/server/game/Movement/MovementGenerators/WaypointMovementGenerator.h, //42
Path, //2, //2, //42, //src/server/game/Movement/Waypoints/Path.h, //31
ACE_Event_Handler_T, //11, //0, //254, //dep/acelite/ace/Event_Handler_T.h, //62
G3D::Table, //53, //20, //486, //dep/g3dlite/include/G3D/Table.h, //101
Reference, //33, //5, //45, //src/server/shared/Dynamic/LinkedReference/Reference.h, //26
ACE_Array_Map, //38, //3, //318, //dep/acelite/ace/Array_Map.h, //88
LinkedListHead::Iterator, //6, //6, //87, //src/server/shared/Dynamic/LinkedList.h, //134
ACE_Auto_Ptr, //6, //6, //13, //dep/acelite/ace/Auto_Ptr.h, //114
G3D::ReferenceCountedPointer, //69, //26, //108, //dep/g3dlite/include/G3D/ReferenceCount.h, //169
ACE_Atomic_Op, //16, //7, //163, //dep/acelite/ace/Atomic_Op_T.h, //263
ACE_Unbounded_Queue, //34, //7, //250, //dep/acelite/ace/Unbounded_Queue.h, //150
ACE_Unbounded_Queue_Iterator, //19, //5, //55, //dep/acelite/ace/Unbounded_Queue.h, //38
ACE_Unbounded_Set, //68, //10, //11, //dep/acelite/ace/Unbounded_Set.h, //81
ACE_Unbounded_Set_Iterator, //7, //7, //19, //dep/acelite/ace/Unbounded_Set.h, //45
ACE_Acceptor, //26, //2, //322, //dep/acelite/ace/Acceptor.h, //53
GridRefManager, //65, //11, //11, //src/server/game/Grids/GridRefManager.h, //28
Trinity::LocalizedPacketDo, //27, //7, //32, //src/server/game/Grids/Notifiers/GridNotifiers.h, //1343
Trinity::LocalizedPacketListDo, //3, //2, //34, //src/server/game/Grids/Notifiers/GridNotifiers.h, //1362
ACE_Free_List, //14, //2, //13, //dep/acelite/ace/Free_List.h, //37
ACE_Timer_Node_T, //175, //2, //179, //dep/acelite/ace/Timer_Queue_T.h, //56
ACE_Timer_Queue_Iterator_T, //14, //4, //18, //dep/acelite/ace/Timer_Queue_T.h, //174
ACE_Timer_Queue_T, //30, //3, //350, //dep/acelite/ace/Timer_Queue_T.h, //207
ACE_Timer_List_Iterator_T, //9, //2, //50, //dep/acelite/ace/Timer_List_T.h, //36
ACE_Timer_List_T, //23, //3, //292, //dep/acelite/ace/Timer_List_T.h, //85
