object defined with implicit instantiated type, file, line
run_trampoline, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/PX4Firmware/latest version/src/modules/uavcan/uavcan_main.cpp, //197

object defined with explicit instantiated type, file, line
raw_mag_report, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/PX4Firmware/latest version/src/drivers/lsm303d/lsm303d.cpp, //1609
raw_accel_report, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/PX4Firmware/latest version/src/drivers/lsm303d/lsm303d.cpp, //1473
regmap, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/PX4Firmware/latest version/src/drivers/lsm303d/lsm303d.cpp, //1712
_mission_type, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/PX4Firmware/latest version/src/modules/navigator/mission.h, //184
raw_report, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/PX4Firmware/latest version/src/drivers/l3gd20/l3gd20.cpp, //954
appargs, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/PX4Firmware/latest version/src/platforms/posix/main.cpp, //82
esc, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/PX4Firmware/latest version/src/modules/uORB/topics/esc_status.h, //104
_baro, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/PX4Firmware/latest version/src/modules/simulator/simulator.h, //191
_mpu, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/PX4Firmware/latest version/src/modules/simulator/simulator.h, //190
pos_p, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/PX4Firmware/latest version/src/modules/mc_pos_control_multiplatform/mc_pos_control.h, //147
sp_offs_max, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/PX4Firmware/latest version/src/modules/mc_pos_control_multiplatform/mc_pos_control.h, //153
vel_d, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/PX4Firmware/latest version/src/modules/mc_pos_control_multiplatform/mc_pos_control.h, //150
vel_ff, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/PX4Firmware/latest version/src/modules/mc_pos_control_multiplatform/mc_pos_control.h, //151
vel_i, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/PX4Firmware/latest version/src/modules/mc_pos_control_multiplatform/mc_pos_control.h, //149
vel_max, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/PX4Firmware/latest version/src/modules/mc_pos_control_multiplatform/mc_pos_control.h, //152
vel_p, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/PX4Firmware/latest version/src/modules/mc_pos_control_multiplatform/mc_pos_control.h, //148
_R, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/PX4Firmware/latest version/src/modules/mc_pos_control_multiplatform/mc_pos_control.h, //173
_params, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/PX4Firmware/latest version/src/modules/mc_pos_control_multiplatform/mc_pos_control.h, //154
