object defined with implicit instantiated type, file, line

object defined with explicit instantiated type, file, line
config, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LinuxCNC/latest version/src/hal/drivers/mesa-hostmot2/hostmot2.h, //992
param, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LinuxCNC/latest version/src/hal/drivers/mesa-hostmot2/hostmot2.h, //691
pin, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LinuxCNC/latest version/src/hal/drivers/mesa-hostmot2/hostmot2.h, //677
hal, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LinuxCNC/latest version/src/hal/drivers/mesa-hostmot2/hostmot2.h, //693
pin, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LinuxCNC/latest version/src/hal/drivers/mesa-hostmot2/hostmot2.h, //719
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LinuxCNC/latest version/src/rtapi/rtapi_uspace.hh, //65
papp, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LinuxCNC/latest version/src/rtapi/uspace_rtapi_app.cc, //860
args, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LinuxCNC/latest version/src/rtapi/uspace_rtapi_app.cc, //450
modules, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LinuxCNC/latest version/src/rtapi/uspace_rtapi_app.cc, //74
result, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LinuxCNC/latest version/src/rtapi/uspace_rtapi_app.cc, //288
param, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LinuxCNC/latest version/src/hal/drivers/mesa-hostmot2/hostmot2.h, //506
param, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LinuxCNC/latest version/src/hal/drivers/mesa-hostmot2/hostmot2.h, //487
pin, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LinuxCNC/latest version/src/hal/drivers/mesa-hostmot2/hostmot2.h, //482
hal, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LinuxCNC/latest version/src/hal/drivers/mesa-hostmot2/hostmot2.h, //489
param, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LinuxCNC/latest version/src/hal/drivers/mesa-hostmot2/hostmot2.h, //882
pin, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LinuxCNC/latest version/src/hal/drivers/mesa-hostmot2/hostmot2.h, //878
hal, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LinuxCNC/latest version/src/hal/drivers/mesa-hostmot2/hostmot2.h, //884
coords, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LinuxCNC/latest version/src/emc/tp/tc_types.h, //139
state, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LinuxCNC/latest version/src/hal/utils/halcmd.c, //595
state, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LinuxCNC/latest version/src/hal/utils/halcmd.c, //473
test_pattern, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LinuxCNC/latest version/src/hal/drivers/mesa-hostmot2/hm2_test.h, //29
io, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LinuxCNC/latest version/src/hal/drivers/hal_vti.c, //181
param, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LinuxCNC/latest version/src/hal/drivers/mesa-hostmot2/hostmot2.h, //432
param, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LinuxCNC/latest version/src/hal/drivers/mesa-hostmot2/hostmot2.h, //418
pin, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LinuxCNC/latest version/src/hal/drivers/mesa-hostmot2/hostmot2.h, //412
hal, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LinuxCNC/latest version/src/hal/drivers/mesa-hostmot2/hostmot2.h, //420
backlash, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LinuxCNC/latest version/src/emc/ini/inihal.hh, //91
ferror, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LinuxCNC/latest version/src/emc/ini/inihal.hh, //91
max_acceleration, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LinuxCNC/latest version/src/emc/ini/inihal.hh, //91
max_limit, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LinuxCNC/latest version/src/emc/ini/inihal.hh, //91
max_velocity, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LinuxCNC/latest version/src/emc/ini/inihal.hh, //91
min_ferror, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LinuxCNC/latest version/src/emc/ini/inihal.hh, //91
min_limit, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LinuxCNC/latest version/src/emc/ini/inihal.hh, //91
traj_arc_blend_enable, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LinuxCNC/latest version/src/emc/ini/inihal.hh, //91
traj_arc_blend_fallback_enable, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LinuxCNC/latest version/src/emc/ini/inihal.hh, //91
traj_arc_blend_gap_cycles, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LinuxCNC/latest version/src/emc/ini/inihal.hh, //91
traj_arc_blend_optimization_depth, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LinuxCNC/latest version/src/emc/ini/inihal.hh, //91
traj_arc_blend_ramp_freq, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LinuxCNC/latest version/src/emc/ini/inihal.hh, //91
