class template, instantiations, multiple overload instantiations, loc, definition file path, line
base::win::ScopedCoMem, //8, //2, //30, //base/win/scoped_co_mem.h, //23
scoped_ptr, //17775, //3413, //56, //base/memory/scoped_ptr.h, //305
content::WebContentsUserData, //98, //48, //22, //content/public/browser/web_contents_user_data.h, //31
ObserverList, //302, //167, //17, //base/observer_list.h, //184
STLValueDeleter, //15, //10, //7, //base/stl_util.h, //182
base::WeakPtr, //647, //166, //31, //base/memory/weak_ptr.h, //206
base::WeakPtrFactory, //651, //609, //28, //base/memory/weak_ptr.h, //303
IDMap, //80, //47, //162, //base/id_map.h, //34
IDMap::Iterator, //3, //3, //57, //base/id_map.h, //133
Singleton, //285, //273, //35, //base/memory/singleton.h, //212
scoped_nsobject, //113, //81, //15, //base/memory/scoped_nsobject.h, //125
base::BasicStringPiece, //5, //3, //18, //base/string_piece.h, //218
base::RefCountedThreadSafe, //459, //423, //5, //tools/clang/plugins/tests/base_refcounted.h, //18
scoped_refptr, //10040, //1257, //55, //base/memory/ref_counted.h, //225
linked_ptr, //463, //129, //66, //base/memory/linked_ptr.h, //77
base::internal::StringPieceDetail, //35, //2, //79, //base/string_piece.h, //47
scoped_ptr_malloc, //68, //26, //60, //base/memory/scoped_ptr.h, //685
forwarder2::FixedSizeStringBuilder, //1, //1, //28, //tools/android/forwarder2/common.h, //51
base::BaseTimerMethodPointer, //0, //0, //13, //base/timer.h, //183
base::OneShotTimer, //179, //139, //1, //base/timer.h, //211
base::SupportsWeakPtr, //2, //2, //15, //base/memory/weak_ptr.h, //253
CancelableRequest, //15, //13, //42, //chrome/browser/common/cancelable_request.h, //645
base::android::JavaRef, //49, //3, //61, //base/android/scoped_java_ref.h, //58
base::android::ScopedJavaGlobalRef, //56, //6, //29, //base/android/scoped_java_ref.h, //156
base::DeleteHelper, //78, //75, //8, //base/sequenced_task_runner_helpers.h, //34
pp::CompletionCallbackFactory, //39, //30, //399, //ppapi/utility/completion_callback_factory.h, //189
pp::CompletionCallbackWithOutput, //31, //11, //29, //ppapi/cpp/completion_callback.h, //179
plugin::CallbackSource, //2, //1, //7, //ppapi/native_client/src/trusted/plugin/callback_source.h, //25
gfx::RectBase, //20, //4, //325, //ui/gfx/rect_base.h, //27
base::win::ScopedHGlobal, //18, //2, //24, //base/win/scoped_hglobal.h, //17
base::RefCounted, //151, //147, //5, //tools/clang/plugins/tests/base_refcounted.h, //11
gfx::SizeBase, //1, //1, //41, //ui/gfx/size_base.h, //14
content::Details, //523, //131, //8, //content/public/browser/notification_details.h, //47
content::Source, //890, //80, //8, //content/public/browser/notification_source.h, //45
ObserverListThreadSafe, //38, //17, //137, //base/observer_list_threadsafe.h, //93
base::RepeatingTimer, //71, //68, //1, //base/timer.h, //216
sql::DiagnosticErrorDelegate, //0, //0, //12, //sql/diagnostic_error_delegate.h, //21
HistogramUniquifier, //3, //3, //11, //chrome/browser/diagnostics/sqlite_diagnostics.cc, //94
CheckReturnValue, //1, //1, //27, //courgette/memory_allocator.h, //19
courgette::NoThrowBuffer, //6, //6, //129, //courgette/memory_allocator.h, //324
base::android::ScopedJavaLocalRef, //353, //11, //41, //base/android/scoped_java_ref.h, //83
ObserverListBase, //731, //22, //90, //base/observer_list.h, //64
gfx::PointBase, //3, //1, //46, //ui/gfx/point_base.h, //18
content::RenderViewObserverTracker, //3, //1, //18, //content/public/renderer/render_view_observer_tracker.h, //38
ppapi::thunk::EnterInstanceAPI, //29, //7, //25, //ppapi/thunk/enter.h, //251
IPC::MessageSchema, //1092, //1, //19, //ipc/ipc_message_utils.h, //716
ScopedVector, //613, //156, //84, //base/memory/scoped_vector.h, //17
ScopedUserPrefUpdate, //2, //2, //17, //chrome/browser/prefs/scoped_user_pref_update.h, //66
syncer::Ordinal, //69, //6, //268, //sync/internal_api/public/base/ordinal.h, //58
content::BrowserChildProcessHostTypeIterator, //0, //0, //12, //content/public/browser/browser_child_process_host_iterator.h, //50
gfx::InsetsBase, //0, //0, //44, //ui/gfx/insets_base.h, //15
base::LazyInstance, //308, //240, //47, //base/lazy_instance.h, //119
net::internal::OwnedPoolMap, //8, //4, //10, //net/socket/client_socket_pool_manager_impl.h, //41
content::DeviceDataProviderImplBase, //5, //2, //58, //content/browser/geolocation/device_data_provider.h, //92
syncer::EnumSet, //24, //5, //118, //sync/internal_api/public/base/enum_set.h, //43
syncer::WeakHandle, //146, //20, //69, //sync/internal_api/public/util/weak_handle.h, //274
base::win::GenericScopedHandle, //6, //6, //75, //base/win/scoped_handle.h, //39
base::DelayTimer, //12, //8, //12, //base/timer.h, //230
media::Ranges, //53, //6, //81, //media/base/ranges.h, //23
ui::TreeNode, //1, //1, //72, //ui/base/models/tree_node_model.h, //64
PrefMember, //31, //6, //125, //base/prefs/public/pref_member.h, //161
ScopedObserver, //6, //2, //27, //base/scoped_observer.h, //17
STLElementDeleter, //7, //2, //7, //base/stl_util.h, //170
base::AutoReset, //83, //10, //13, //base/auto_reset.h, //22
cc::ScopedPtrVector, //28, //12, //69, //cc/scoped_ptr_vector.h, //18
disk_cache::StorageBlock, //23, //3, //166, //net/disk_cache/storage_block.h, //31
mini_installer::StackString, //1, //1, //46, //chrome/installer/mini_installer/mini_string.h, //72
ppapi::thunk::EnterResource, //117, //46, //26, //ppapi/thunk/enter.h, //164
GenericAutofillChange, //0, //0, //18, //chrome/browser/webdata/autofill_change.h, //16
ppapi::proxy::ProxyCompletionCallbackFactory, //9, //9, //8, //ppapi/proxy/proxy_completion_callback_factory.h, //75
base::CommonStringPieceTest, //0, //0, //9, //base/string_piece_unittest.cc, //15
chromeos::EqualsComparator, //1, //1, //9, //chrome/browser/chromeos/proxy_config_service_impl.cc, //38
content::IndexedDBCallbacks, //8, //3, //97, //content/browser/in_process_webkit/indexed_db_callbacks.h, //50
nacl_ppapi::EventThreadWorkState, //5, //3, //36, //ppapi/native_client/src/untrusted/nacl_ppapi_util/nacl_ppapi_util.h, //89
nacl_ppapi::EventThreadWorkStateWrapper, //1, //1, //14, //ppapi/native_client/src/untrusted/nacl_ppapi_util/nacl_ppapi_util.h, //152
base::StatsScope, //9, //4, //15, //base/metrics/stats_counters.h, //176
base::subtle::DeleteHelperInternal, //2, //2, //13, //base/sequenced_task_runner_helpers.h, //77
