class template, instantiations, multiple overload instantiations, loc, definition file path, line
base::RefCounted, //91, //88, //15, //base/ref_counted.h, //83
scoped_refptr, //6153, //760, //55, //base/ref_counted.h, //217
Details, //414, //95, //8, //chrome/common/notification_details.h, //45
Source, //537, //66, //8, //chrome/common/notification_source.h, //43
IPC::MessageWithTuple, //2, //1, //123, //ipc/ipc_message_utils.h, //910
base::RefCountedThreadSafe, //213, //207, //17, //base/ref_counted.h, //131
PropertyAccessor, //20, //8, //33, //chrome/common/property_bag.h, //129
disk_cache::StorageBlock, //20, //3, //152, //net/disk_cache/storage_block.h, //32
testing::Action, //388, //71, //22, //testing/gmock/include/gmock/gmock-actions.h, //296
testing::ActionInterface, //2, //1, //16, //testing/gmock/include/gmock/gmock-actions.h, //253
testing::Matcher, //1735, //108, //9, //testing/gmock/include/gmock/gmock-matchers.h, //251
testing::internal::ActionHelper, //231, //0, //102, //testing/gmock/include/gmock/gmock-generated-actions.h, //640
testing::internal::MockSpec, //1379, //1, //37, //testing/gmock/include/gmock/gmock-spec-builders.h, //1185
CheckCountAndSignalEventActionP3, //2, //0, //74, //media/audio/audio_input_controller_unittest.cc, //24
CheckCountAndSignalEventActionP3::gmock_Impl, //1, //0, //79, //media/audio/audio_input_controller_unittest.cc, //24
gpu::demos::gles2_book::Example, //0, //0, //43, //gpu/demos/gles2_book/example.h, //35
ScopedRunnableMethodFactory, //170, //155, //79, //base/task.h, //84
CallbackRunner, //6, //6, //31, //base/callback.h, //70
net::CompletionCallbackImpl, //121, //78, //8, //net/base/completion_callback.h, //19
scoped_nsobject, //93, //59, //35, //base/scoped_nsobject.h, //30
l10n_util::StringComparator, //5, //2, //22, //app/l10n_util_collator.h, //94
ObserverList, //99, //34, //14, //base/observer_list.h, //182
ObserverListBase, //179, //6, //89, //base/observer_list.h, //64
o3d::SmartPointer, //166, //142, //64, //o3d/core/cross/smart_ptr.h, //71
chromeos::SignedSettings::Delegate, //21, //2, //4, //chrome/browser/chromeos/login/signed_settings.h, //46
PrefMember, //0, //0, //37, //chrome/browser/prefs/pref_member.h, //81
base::OneShotTimer, //69, //60, //1, //base/timer.h, //200
testing::AddRefActionP, //2, //0, //29, //ceee/testing/utils/test_utils.h, //283
testing::AddRefActionP::gmock_Impl, //1, //0, //32, //ceee/testing/utils/test_utils.h, //283
testing::CopyBSTRToArgumentActionP, //2, //0, //158, //ceee/testing/utils/test_utils.h, //105
testing::CopyBSTRToArgumentActionP::gmock_Impl, //1, //0, //164, //ceee/testing/utils/test_utils.h, //105
testing::PolymorphicAction, //12, //3, //24, //testing/gmock/include/gmock/gmock-actions.h, //360
testing::SetArrayArgumentActionP2, //4, //2, //32, //testing/gmock/include/gmock/gmock-more-actions.h, //175
testing::internal::CopyInterfaceToArgumentAction, //2, //1, //14, //ceee/testing/utils/test_utils.h, //115
testing::internal::CopyVariantToArgumentAction, //1, //1, //12, //ceee/testing/utils/test_utils.h, //135
testing::internal::DispParamArgMatcher, //0, //0, //21, //ceee/testing/utils/test_utils.h, //211
Singleton, //131, //123, //39, //base/singleton.h, //188
