class template, instantiations, multiple overload instantiations, loc, definition file path, line
scoped_refptr, //1873, //357, //46, //base/ref_counted.h, //189
CancelableRequestConsumerT, //13, //3, //6, //chrome/browser/cancelable_request.h, //306
scoped_ptr, //1622, //638, //43, //base/scoped_ptr.h, //57
base::RefCountedThreadSafe, //17, //16, //15, //base/ref_counted.h, //106
ObserverList, //105, //13, //80, //base/observer_list.h, //60
CancelableRequestConsumerTSimple, //4, //4, //76, //chrome/browser/cancelable_request.h, //193
Details, //160, //43, //8, //chrome/common/notification_details.h, //44
Source, //294, //39, //8, //chrome/common/notification_source.h, //42
o3d::SmartPointer, //161, //137, //64, //o3d/core/cross/smart_ptr.h, //71
o3d::TypedParamBase, //0, //0, //37, //o3d/core/cross/param.h, //375
IPC::MessageWithReply, //0, //0, //108, //ipc/ipc_message_utils.h, //1139
shared_ptr, //26, //11, //83, //o3d/compiler/puritan/puritan_shared_ptr.h, //68
WDResult, //9, //4, //13, //chrome/browser/webdata/web_data_service.h, //105
Singleton, //112, //72, //42, //base/singleton.h, //108
base::OneShotTimer, //41, //34, //1, //base/timer.h, //200
linked_ptr, //44, //15, //60, //base/linked_ptr.h, //77
base::LeakTracker, //14, //6, //44, //base/leak_tracker.h, //63
base::LinkNode, //17, //4, //37, //base/linked_list.h, //83
base::LinkedList, //5, //3, //18, //base/linked_list.h, //134
o3d::ServiceDependency, //76, //10, //29, //o3d/core/cross/service_dependency.h, //46
StringTokenizerT, //3, //3, //85, //base/string_tokenizer.h, //87
PrefMember, //0, //0, //29, //chrome/common/pref_member.h, //73
base::RepeatingTimer, //23, //23, //1, //base/timer.h, //205
ScopedRunnableMethodFactory, //71, //65, //70, //base/task.h, //78
o3d::NonRecursiveCallback1Manager, //4, //4, //42, //o3d/core/cross/callback.h, //157
RefCountedVector, //8, //3, //9, //chrome/common/ref_counted_util.h, //14
scoped_nsobject, //43, //33, //39, //base/scoped_nsobject.h, //22
testing::Matcher, //504, //95, //9, //testing/gmock/include/gmock/gmock-matchers.h, //165
testing::MatcherInterface, //5, //2, //13, //testing/gmock/include/gmock/gmock-matchers.h, //69
